,policy_id,policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density
10178,ID10179,0.551470639246775,0.02,0.307692307692308,C5,34738.0
10179,ID10180,1.09410893096228,0.01,0.673076923076923,C8,8794.0
10180,ID10181,0.295434144289293,0.02,0.480769230769231,C10,73430.0
10181,ID10182,0.521175318764476,0.1,0.625,C7,6112.0
10182,ID10183,1.06444279671177,0.08,0.394230769230769,C15,290.0
10183,ID10184,0.969056805007079,0.15,0.721153846153846,C14,7788.0
10184,ID10185,1.16141819789439,0.03,0.307692307692308,C2,27003.0
10185,ID10186,0.875924258626481,0.01,0.461538461538462,C13,5410.0
10186,ID10187,0.322592695681533,0.05,0.403846153846154,C18,35036.0
10187,ID10188,0.127885996246989,0.0,0.403846153846154,C9,17804.0
10188,ID10189,0.484008533485542,0.17,0.307692307692308,C8,8794.0
10189,ID10190,0.777906780168278,0.14,0.365384615384615,C15,290.0
10190,ID10191,1.20506540807636,0.09,0.461538461538462,C8,8794.0
10191,ID10192,0.546779087822364,0.04,0.519230769230769,C10,73430.0
10192,ID10193,0.252353533188634,0.0,0.461538461538462,C5,34738.0
10193,ID10194,0.198324020328638,0.02,0.384615384615385,C4,21622.0
10194,ID10195,1.0472598639551,0.05,0.471153846153846,C14,7788.0
10195,ID10196,0.031317729222715,0.0,0.346153846153846,C9,17804.0
10196,ID10197,1.10142590500169,0.04,0.432692307692308,C7,6112.0
10197,ID10198,1.07359397795168,0.19,0.346153846153846,C8,8794.0
10198,ID10199,0.065534572026754,0.16,0.730769230769231,C2,27003.0
10199,ID10200,0.815054081772568,0.13,0.644230769230769,C5,34738.0
10200,ID10201,0.731527841641607,0.03,0.480769230769231,C1,4990.0
10201,ID10202,0.341246010644782,0.07,0.375,C2,27003.0
10202,ID10203,1.17432542254153,0.13,0.519230769230769,C3,4076.0
10203,ID10204,0.140168388330334,0.03,0.384615384615385,C5,34738.0
10204,ID10205,0.080033225977684,0.05,0.480769230769231,C10,73430.0
10205,ID10206,0.077878423815007,0.0,0.375,C12,34791.0
10206,ID10207,0.58338340627886,0.12,0.490384615384615,C2,27003.0
10207,ID10208,0.869458146353883,0.09,0.471153846153846,C8,8794.0
10208,ID10209,1.17241054915054,0.07,0.826923076923077,C8,8794.0
10209,ID10210,0.099029944083155,0.11,0.432692307692308,C8,8794.0
10210,ID10211,1.06179031696664,0.1,0.480769230769231,C8,8794.0
10211,ID10212,1.1841729721609,0.07,0.336538461538461,C12,34791.0
10212,ID10213,0.210085930002537,0.01,0.625,C5,34738.0
10213,ID10214,0.023956796620289,0.0,0.519230769230769,C2,27003.0
10214,ID10215,0.285543088162861,0.07,0.403846153846154,C4,21622.0
10215,ID10216,0.909542718556122,0.12,0.432692307692308,C2,27003.0
10216,ID10217,0.556728132389835,0.16,0.567307692307692,C8,8794.0
10217,ID10218,0.093698948096359,0.15,0.403846153846154,C7,6112.0
10218,ID10219,0.827984533362276,0.0,0.298076923076923,C3,4076.0
10219,ID10220,0.124437706388862,0.07,0.5,C19,27742.0
10220,ID10221,0.046557819058994,0.0,0.5,C3,4076.0
10221,ID10222,0.131137508112205,0.02,0.528846153846154,C10,73430.0
10222,ID10223,0.30330950240101,0.02,0.701923076923077,C2,27003.0
10223,ID10224,0.789924391006694,0.15,0.394230769230769,C10,73430.0
10224,ID10225,0.897849705962931,0.0,0.557692307692308,C5,34738.0
10225,ID10226,0.702776123036971,0.01,0.692307692307692,C1,4990.0
10226,ID10227,0.712542348187755,0.02,0.394230769230769,C3,4076.0
10227,ID10228,1.2479740917089,0.07,0.490384615384615,C8,8794.0
10228,ID10229,0.098590739042381,0.03,0.432692307692308,C9,17804.0
10229,ID10230,0.055237189696151,0.03,0.403846153846154,C14,7788.0
10230,ID10231,0.267737879387052,0.03,0.442307692307692,C10,73430.0
10231,ID10232,0.172135645202266,0.12,0.365384615384615,C21,3264.0
10232,ID10233,1.12518047674838,0.11,0.692307692307692,C11,6108.0
10233,ID10234,0.146532065026038,0.16,0.394230769230769,C8,8794.0
10234,ID10235,0.120742531933744,0.02,0.528846153846154,C5,34738.0
10235,ID10236,0.059553681207678,0.0,0.432692307692308,C8,8794.0
10236,ID10237,1.17146064195566,0.2,0.548076923076923,C2,27003.0
10237,ID10238,1.08258740886771,0.09,0.317307692307692,C13,5410.0
10238,ID10239,1.21786781814832,0.06,0.317307692307692,C14,7788.0
10239,ID10240,1.08544534969477,0.04,0.528846153846154,C13,5410.0
10240,ID10241,1.24984277936204,0.03,0.605769230769231,C5,34738.0
10241,ID10242,1.02828174996814,0.15,0.644230769230769,C8,8794.0
10242,ID10243,0.562145796071103,0.0,0.567307692307692,C3,4076.0
10243,ID10244,0.413165596277987,0.01,0.480769230769231,C5,34738.0
10244,ID10245,0.923225056336479,0.02,0.5,C7,6112.0
10245,ID10246,0.737960046249298,0.04,0.557692307692308,C17,65567.0
10246,ID10247,1.01234306258586,0.09,0.663461538461538,C11,6108.0
10247,ID10248,0.881385719837496,0.04,0.721153846153846,C3,4076.0
10248,ID10249,0.647378972054384,0.06,0.394230769230769,C2,27003.0
10249,ID10250,1.16874036545755,0.12,0.509615384615385,C7,6112.0
10250,ID10251,1.17091862405552,0.13,0.538461538461538,C5,34738.0
10251,ID10252,0.676721370796619,0.04,0.653846153846154,C19,27742.0
10252,ID10253,0.180181698126671,0.13,0.548076923076923,C8,8794.0
10253,ID10254,1.01555498976953,0.01,0.711538461538462,C14,7788.0
10254,ID10255,1.08404809423836,0.03,0.365384615384615,C9,17804.0
10255,ID10256,0.48730272408724,0.05,0.480769230769231,C10,73430.0
10256,ID10257,0.708200686615913,0.06,0.576923076923077,C2,27003.0
10257,ID10258,1.16298775003837,0.14,0.769230769230769,C3,4076.0
10258,ID10259,0.776360307461689,0.0,0.653846153846154,C18,35036.0
10259,ID10260,0.24482178673875,0.1,0.403846153846154,C8,8794.0
10260,ID10261,1.11422359731902,0.08,0.528846153846154,C8,8794.0
10261,ID10262,0.896060594210594,0.13,0.509615384615385,C8,8794.0
10262,ID10263,0.086452884672975,0.15,0.336538461538461,C13,5410.0
10263,ID10264,0.98004168448755,0.05,0.596153846153846,C7,6112.0
10264,ID10265,0.338329810486902,0.01,0.740384615384615,C16,16206.0
10265,ID10266,0.390316513406283,0.0,0.317307692307692,C22,16733.0
10266,ID10267,1.1590954591738,0.12,0.471153846153846,C8,8794.0
10267,ID10268,0.142969174710726,0.03,0.615384615384615,C5,34738.0
10268,ID10269,1.16567295286257,0.16,0.413461538461538,C9,17804.0
10269,ID10270,0.002880433056274,0.01,0.365384615384615,C13,5410.0
10270,ID10271,0.669900388174642,0.01,0.346153846153846,C8,8794.0
10271,ID10272,0.232607221140634,0.08,0.682692307692308,C10,73430.0
10272,ID10273,1.1752011905477,0.07,0.355769230769231,C8,8794.0
10273,ID10274,0.279249351434952,0.02,0.365384615384615,C2,27003.0
10274,ID10275,0.03120533311026,0.16,0.519230769230769,C8,8794.0
10275,ID10276,0.173401405917971,0.11,0.326923076923077,C12,34791.0
10276,ID10277,0.46669679541012,0.1,0.519230769230769,C3,4076.0
10277,ID10278,1.2187871085422,0.1,0.442307692307692,C14,7788.0
10278,ID10279,0.034742168247012,0.06,0.346153846153846,C2,27003.0
10279,ID10280,0.087995806552545,0.01,0.653846153846154,C7,6112.0
10280,ID10281,0.787427877177944,0.01,0.346153846153846,C7,6112.0
10281,ID10282,0.081851489740842,0.02,0.298076923076923,C5,34738.0
10282,ID10283,0.003217107753821,0.03,0.307692307692308,C5,34738.0
10283,ID10284,0.72742170547436,0.02,0.490384615384615,C10,73430.0
10284,ID10285,0.656434332441082,0.11,0.403846153846154,C8,8794.0
10285,ID10286,1.21831690171031,0.14,0.451923076923077,C8,8794.0
10286,ID10287,1.15757082709326,0.07,0.365384615384615,C9,17804.0
10287,ID10288,0.095288652099985,0.19,0.413461538461538,C9,17804.0
10288,ID10289,0.908767090825702,0.03,0.490384615384615,C2,27003.0
10289,ID10290,1.13079265159957,0.09,0.557692307692308,C11,6108.0
10290,ID10291,0.905944014347137,0.01,0.403846153846154,C2,27003.0
10291,ID10292,0.544045257301316,0.03,0.298076923076923,C9,17804.0
10292,ID10293,0.305570131007548,0.02,0.355769230769231,C13,5410.0
10293,ID10294,1.13757311233068,0.04,0.5,C8,8794.0
10294,ID10295,0.426761511208777,0.01,0.471153846153846,C21,3264.0
10295,ID10296,0.099049908772147,0.13,0.432692307692308,C10,73430.0
10296,ID10297,0.387309102263248,0.03,0.346153846153846,C14,7788.0
10297,ID10298,0.617905267511942,0.0,0.317307692307692,C3,4076.0
10298,ID10299,0.128545757168537,0.11,0.461538461538462,C8,8794.0
10299,ID10300,1.12218778514411,0.07,0.394230769230769,C8,8794.0
10300,ID10301,0.085840714866647,0.03,0.317307692307692,C5,34738.0
10301,ID10302,1.23960885217102,0.12,0.663461538461538,C3,4076.0
10302,ID10303,1.19316396891384,0.18,0.596153846153846,C8,8794.0
10303,ID10304,0.32165999984561,0.15,0.288461538461538,C2,27003.0
10304,ID10305,0.968505797531253,0.03,0.586538461538462,C6,13051.0
10305,ID10306,0.090870228269483,0.01,0.403846153846154,C3,4076.0
10306,ID10307,0.08328448785785,0.04,0.625,C5,34738.0
10307,ID10308,1.05243421799005,0.04,0.759615384615385,C5,34738.0
10308,ID10309,0.496550731317291,0.0,0.288461538461538,C4,21622.0
10309,ID10310,0.589941550719128,0.09,0.394230769230769,C14,7788.0
10310,ID10311,1.20936870362264,0.15,0.5,C14,7788.0
10311,ID10312,0.143186735697773,0.0,0.307692307692308,C1,4990.0
10312,ID10313,0.567434466816144,0.14,0.317307692307692,C3,4076.0
10313,ID10314,0.372983141288857,0.0,0.394230769230769,C7,6112.0
10314,ID10315,0.285489633336514,0.01,0.596153846153846,C3,4076.0
10315,ID10316,1.20811134255645,0.08,0.653846153846154,C13,5410.0
10316,ID10317,0.03567880133898,0.0,0.730769230769231,C12,34791.0
10317,ID10318,0.152033034608154,0.07,0.336538461538461,C2,27003.0
10318,ID10319,0.210749386296997,0.02,0.692307692307692,C8,8794.0
10319,ID10320,0.46920448518932,0.09,0.307692307692308,C15,290.0
10320,ID10321,0.649406378859158,0.1,0.365384615384615,C10,73430.0
10321,ID10322,0.062395964173507,0.03,0.673076923076923,C5,34738.0
10322,ID10323,1.24803434336503,0.17,0.394230769230769,C11,6108.0
10323,ID10324,1.12464315160382,0.16,0.451923076923077,C2,27003.0
10324,ID10325,0.138877372666761,0.03,0.490384615384615,C5,34738.0
10325,ID10326,1.02457621728434,0.19,0.384615384615385,C8,8794.0
10326,ID10327,0.247338976602475,0.01,0.625,C3,4076.0
10327,ID10328,0.533814880687072,0.04,0.480769230769231,C3,4076.0
10328,ID10329,0.085409443274874,0.06,0.451923076923077,C8,8794.0
10329,ID10330,0.474237945778143,0.03,0.326923076923077,C3,4076.0
10330,ID10331,0.290528373161942,0.04,0.432692307692308,C8,8794.0
10331,ID10332,1.17012090663317,0.06,0.423076923076923,C6,13051.0
10332,ID10333,0.780840765306265,0.11,0.5,C8,8794.0
10333,ID10334,1.00457923722806,0.03,0.461538461538462,C2,27003.0
10334,ID10335,0.773257499126677,0.01,0.461538461538462,C2,27003.0
10335,ID10336,0.343182154123167,0.03,0.567307692307692,C10,73430.0
10336,ID10337,0.504885181705888,0.01,0.394230769230769,C9,17804.0
10337,ID10338,0.55566574245885,0.07,0.692307692307692,C19,27742.0
10338,ID10339,1.04863420698651,0.27,0.317307692307692,C8,8794.0
10339,ID10340,0.07747961475792,0.1,0.307692307692308,C8,8794.0
10340,ID10341,0.988344401388675,0.1,0.567307692307692,C13,5410.0
10341,ID10342,0.108169263429135,0.06,0.307692307692308,C8,8794.0
10342,ID10343,0.754358177525552,0.01,0.490384615384615,C9,17804.0
10343,ID10344,0.094881651047751,0.12,0.317307692307692,C9,17804.0
10344,ID10345,0.221896753150505,0.05,0.317307692307692,C14,7788.0
10345,ID10346,0.394644303336267,0.07,0.346153846153846,C14,7788.0
10346,ID10347,0.097114197594162,0.2,0.326923076923077,C8,8794.0
10347,ID10348,0.085091149990604,0.0,0.480769230769231,C3,4076.0
10348,ID10349,0.61371190905846,0.08,0.394230769230769,C5,34738.0
10349,ID10350,0.369784034394139,0.12,0.394230769230769,C14,7788.0
10350,ID10351,0.006159853092374,0.06,0.326923076923077,C1,4990.0
10351,ID10352,0.742775515783083,0.14,0.548076923076923,C14,7788.0
10352,ID10353,1.15315919138859,0.0,0.5,C13,5410.0
10353,ID10354,0.654095911598323,0.02,0.5,C9,17804.0
10354,ID10355,0.539839288906837,0.09,0.403846153846154,C5,34738.0
10355,ID10356,1.21494532942685,0.15,0.721153846153846,C19,27742.0
10356,ID10357,0.405407538985449,0.1,0.336538461538461,C14,7788.0
10357,ID10358,0.081856671894243,0.05,0.548076923076923,C10,73430.0
10358,ID10359,0.56775899182369,0.05,0.442307692307692,C8,8794.0
10359,ID10360,0.626994940705437,0.17,0.326923076923077,C13,5410.0
10360,ID10361,0.032776561167179,0.0,0.471153846153846,C3,4076.0
10361,ID10362,1.13148894311739,0.1,0.461538461538462,C8,8794.0
10362,ID10363,0.967793149795741,0.04,0.288461538461538,C6,13051.0
10363,ID10364,1.21390482463012,0.01,0.307692307692308,C8,8794.0
10364,ID10365,0.518842277195232,0.06,0.432692307692308,C5,34738.0
10365,ID10366,0.480162736839862,0.1,0.528846153846154,C14,7788.0
10366,ID10367,0.359973633053193,0.01,0.432692307692308,C3,4076.0
10367,ID10368,1.13303860237784,0.01,0.5,C9,17804.0
10368,ID10369,0.104339350765335,0.04,0.336538461538461,C10,73430.0
10369,ID10370,1.08774012597902,0.1,0.355769230769231,C8,8794.0
10370,ID10371,0.44589287272736,0.01,0.634615384615385,C13,5410.0
10371,ID10372,0.475100702100005,0.13,0.701923076923077,C9,17804.0
10372,ID10373,0.132239199843295,0.02,0.403846153846154,C2,27003.0
10373,ID10374,0.638665960482372,0.15,0.336538461538461,C2,27003.0
10374,ID10375,0.094224163178722,0.06,0.365384615384615,C10,73430.0
10375,ID10376,0.165739804382486,0.08,0.528846153846154,C8,8794.0
10376,ID10377,0.098123385386269,0.13,0.451923076923077,C1,4990.0
10377,ID10378,1.0823224660478,0.1,0.586538461538462,C8,8794.0
10378,ID10379,1.17734661029466,0.04,0.5,C9,17804.0
10379,ID10380,1.09535499611183,0.14,0.375,C13,5410.0
10380,ID10381,0.846008609643729,0.01,0.711538461538462,C3,4076.0
10381,ID10382,0.629039221177609,0.12,0.403846153846154,C7,6112.0
10382,ID10383,0.770594142369333,0.12,0.480769230769231,C2,27003.0
10383,ID10384,1.1832295082916,0.12,0.403846153846154,C18,35036.0
10384,ID10385,1.00854297929584,0.13,0.653846153846154,C5,34738.0
10385,ID10386,1.0911002148916,0.01,0.557692307692308,C22,16733.0
10386,ID10387,0.099835292711281,0.19,0.365384615384615,C15,290.0
10387,ID10388,1.23968130896221,0.02,0.576923076923077,C8,8794.0
10388,ID10389,0.136228966994632,0.02,0.298076923076923,C2,27003.0
10389,ID10390,0.557476198900649,0.02,0.548076923076923,C2,27003.0
10390,ID10391,0.448474240038006,0.04,0.403846153846154,C3,4076.0
10391,ID10392,0.296426620473809,0.04,0.605769230769231,C4,21622.0
10392,ID10393,0.29247036246287,0.12,0.298076923076923,C5,34738.0
10393,ID10394,0.088042184649707,0.01,0.346153846153846,C15,290.0
10394,ID10395,0.600745980827759,0.01,0.365384615384615,C3,4076.0
10395,ID10396,0.507264251560284,0.04,0.567307692307692,C7,6112.0
10396,ID10397,0.3789196088845,0.05,0.375,C14,7788.0
10397,ID10398,1.21516237102989,0.1,0.576923076923077,C8,8794.0
10398,ID10399,1.08215545877785,0.11,0.490384615384615,C11,6108.0
10399,ID10400,1.02315853651287,0.11,0.336538461538461,C10,73430.0
10400,ID10401,0.232394651769285,0.03,0.442307692307692,C2,27003.0
10401,ID10402,1.09699171369185,0.03,0.480769230769231,C12,34791.0
10402,ID10403,0.134261501204266,0.07,0.355769230769231,C8,8794.0
10403,ID10404,1.14787458180951,0.05,0.740384615384615,C12,34791.0
10404,ID10405,0.871693590209761,0.07,0.288461538461538,C14,7788.0
10405,ID10406,1.05342264127776,0.16,0.538461538461538,C2,27003.0
10406,ID10407,0.598748264785767,0.1,0.394230769230769,C13,5410.0
10407,ID10408,1.14265280456691,0.15,0.375,C5,34738.0
10408,ID10409,0.386721480845134,0.12,0.394230769230769,C8,8794.0
10409,ID10410,0.3463981016802,0.02,0.509615384615385,C8,8794.0
10410,ID10411,0.022324321886776,0.0,0.480769230769231,C3,4076.0
10411,ID10412,0.01214792545726,0.0,0.711538461538462,C8,8794.0
10412,ID10413,0.257023562533688,0.02,0.490384615384615,C3,4076.0
10413,ID10414,1.09452579213458,0.07,0.365384615384615,C2,27003.0
10414,ID10415,0.690124786654791,0.01,0.625,C5,34738.0
10415,ID10416,0.69854348984173,0.06,0.625,C2,27003.0
10416,ID10417,0.506758453663096,0.04,0.596153846153846,C17,65567.0
10417,ID10418,1.13803309231826,0.11,0.365384615384615,C8,8794.0
10418,ID10419,1.2472428894983,0.12,0.490384615384615,C14,7788.0
10419,ID10420,1.02765565800437,0.09,0.596153846153846,C5,34738.0
10420,ID10421,0.639456002058809,0.03,0.653846153846154,C10,73430.0
10421,ID10422,0.597071577722003,0.1,0.413461538461538,C5,34738.0
10422,ID10423,0.228640021021533,0.14,0.461538461538462,C9,17804.0
10423,ID10424,1.16712252328128,0.03,0.394230769230769,C7,6112.0
10424,ID10425,0.012301552266798,0.02,0.451923076923077,C3,4076.0
10425,ID10426,0.045929955907993,0.01,0.5,C3,4076.0
10426,ID10427,1.12584242465901,0.15,0.490384615384615,C8,8794.0
10427,ID10428,0.422883161924742,0.01,0.548076923076923,C3,4076.0
10428,ID10429,1.0053273700028,0.08,0.461538461538462,C10,73430.0
10429,ID10430,0.098103014731998,0.14,0.317307692307692,C3,4076.0
10430,ID10431,1.04976703571476,0.06,0.317307692307692,C8,8794.0
10431,ID10432,0.419232199558894,0.13,0.490384615384615,C8,8794.0
10432,ID10433,0.084575085174652,0.08,0.307692307692308,C10,73430.0
10433,ID10434,0.58022172900314,0.03,0.365384615384615,C7,6112.0
10434,ID10435,0.285809111633976,0.0,0.317307692307692,C19,27742.0
10435,ID10436,0.824719692030529,0.09,0.394230769230769,C11,6108.0
10436,ID10437,0.035157219086185,0.01,0.432692307692308,C8,8794.0
10437,ID10438,0.338157962283821,0.05,0.432692307692308,C3,4076.0
10438,ID10439,1.11463797564435,0.05,0.298076923076923,C12,34791.0
10439,ID10440,1.14236193780926,0.02,0.625,C8,8794.0
10440,ID10441,1.03161270652206,0.18,0.605769230769231,C3,4076.0
10441,ID10442,0.704088255543036,0.06,0.557692307692308,C10,73430.0
10442,ID10443,0.07260927145063,0.01,0.490384615384615,C7,6112.0
10443,ID10444,0.095020008813346,0.01,0.375,C5,34738.0
10444,ID10445,0.490799667735769,0.07,0.375,C8,8794.0
10445,ID10446,0.94068675595929,0.02,0.432692307692308,C6,13051.0
10446,ID10447,0.75523266463884,0.04,0.394230769230769,C2,27003.0
10447,ID10448,1.10177341417328,0.13,0.394230769230769,C10,73430.0
10448,ID10449,0.020418470761111,0.01,0.519230769230769,C7,6112.0
10449,ID10450,0.443495807019675,0.02,0.461538461538462,C8,8794.0
10450,ID10451,0.42216759005416,0.13,0.548076923076923,C14,7788.0
10451,ID10452,0.030180156974646,0.0,0.509615384615385,C2,27003.0
10452,ID10453,1.10262441951168,0.06,0.701923076923077,C5,34738.0
10453,ID10454,0.301123666207626,0.0,0.615384615384615,C10,73430.0
10454,ID10455,1.175469789523,0.18,0.317307692307692,C22,16733.0
10455,ID10456,0.731066391855323,0.02,0.509615384615385,C10,73430.0
10456,ID10457,0.55576734059389,0.11,0.548076923076923,C1,4990.0
10457,ID10458,0.421234183459562,0.15,0.394230769230769,C10,73430.0
10458,ID10459,1.02664701363467,0.08,0.336538461538461,C7,6112.0
10459,ID10460,0.042791906446089,0.05,0.490384615384615,C9,17804.0
10460,ID10461,0.732719109505812,0.11,0.317307692307692,C5,34738.0
10461,ID10462,0.837983501735194,0.12,0.634615384615385,C8,8794.0
10462,ID10463,0.033354937459003,0.17,0.451923076923077,C5,34738.0
10463,ID10464,0.161269491266555,0.02,0.596153846153846,C9,17804.0
10464,ID10465,0.252621645366413,0.12,0.413461538461538,C8,8794.0
10465,ID10466,0.185048655103726,0.02,0.711538461538462,C2,27003.0
10466,ID10467,0.011581795465519,0.04,0.625,C8,8794.0
10467,ID10468,1.18083136100803,0.06,0.451923076923077,C7,6112.0
10468,ID10469,1.11358310536387,0.05,0.375,C8,8794.0
10469,ID10470,1.16360405415886,0.12,0.471153846153846,C2,27003.0
10470,ID10471,0.193972377916456,0.03,0.298076923076923,C1,4990.0
10471,ID10472,0.037022885823764,0.0,0.586538461538462,C16,16206.0
10472,ID10473,0.909471008898288,0.01,0.298076923076923,C4,21622.0
10473,ID10474,0.795216058949934,0.01,0.576923076923077,C1,4990.0
10474,ID10475,0.732027751049453,0.01,0.615384615384615,C2,27003.0
10475,ID10476,0.133585770122948,0.07,0.384615384615385,C12,34791.0
10476,ID10477,1.05855644857667,0.13,0.442307692307692,C2,27003.0
10477,ID10478,0.036598655493953,0.05,0.288461538461538,C14,7788.0
10478,ID10479,0.675225629110941,0.13,0.432692307692308,C4,21622.0
10479,ID10480,0.098857991013651,0.09,0.346153846153846,C5,34738.0
10480,ID10481,0.010344121039952,0.15,0.288461538461538,C9,17804.0
10481,ID10482,0.895920184248508,0.17,0.461538461538462,C8,8794.0
10482,ID10483,1.11037113175458,0.15,0.653846153846154,C14,7788.0
10483,ID10484,0.387866071461236,0.12,0.605769230769231,C20,20905.0
10484,ID10485,0.503673807595024,0.15,0.576923076923077,C12,34791.0
10485,ID10486,0.764260152140668,0.0,0.384615384615385,C10,73430.0
10486,ID10487,1.09996569069614,0.31,0.740384615384615,C8,8794.0
10487,ID10488,1.04440193416302,0.08,0.519230769230769,C9,17804.0
10488,ID10489,1.01288735298429,0.02,0.423076923076923,C14,7788.0
10489,ID10490,0.080288294885207,0.03,0.355769230769231,C10,73430.0
10490,ID10491,0.230039925117404,0.08,0.375,C13,5410.0
10491,ID10492,0.672090791749954,0.15,0.471153846153846,C19,27742.0
10492,ID10493,0.453147719135297,0.01,0.384615384615385,C3,4076.0
10493,ID10494,1.22913495329994,0.1,0.307692307692308,C7,6112.0
10494,ID10495,0.896206723094493,0.18,0.355769230769231,C8,8794.0
10495,ID10496,0.022235201297759,0.11,0.336538461538461,C13,5410.0
10496,ID10497,0.570723578979935,0.15,0.326923076923077,C10,73430.0
10497,ID10498,0.092204003992169,0.07,0.365384615384615,C2,27003.0
10498,ID10499,1.23967718400132,0.16,0.346153846153846,C5,34738.0
10499,ID10500,1.00193762043058,0.09,0.461538461538462,C11,6108.0
10500,ID10501,0.087166039825776,0.15,0.538461538461538,C2,27003.0
10501,ID10502,1.08599357512137,0.16,0.451923076923077,C8,8794.0
10502,ID10503,0.835796186837078,0.05,0.548076923076923,C12,34791.0
10503,ID10504,0.483057058812977,0.01,0.336538461538461,C5,34738.0
10504,ID10505,1.09502698998074,0.07,0.788461538461538,C9,17804.0
10505,ID10506,0.536827733038542,0.08,0.317307692307692,C1,4990.0
10506,ID10507,0.07234226232103,0.14,0.384615384615385,C2,27003.0
10507,ID10508,0.125259784599763,0.01,0.307692307692308,C5,34738.0
10508,ID10509,0.099851843081137,0.1,0.538461538461538,C8,8794.0
10509,ID10510,0.834399565780194,0.01,0.288461538461538,C16,16206.0
10510,ID10511,0.074884943266173,0.14,0.307692307692308,C9,17804.0
10511,ID10512,0.105364038793186,0.02,0.346153846153846,C3,4076.0
10512,ID10513,1.0906317577929,0.19,0.375,C8,8794.0
10513,ID10514,0.195674463218765,0.08,0.509615384615385,C8,8794.0
10514,ID10515,0.565681892356922,0.0,0.586538461538462,C3,4076.0
10515,ID10516,0.458095577969546,0.04,0.326923076923077,C16,16206.0
10516,ID10517,1.24822396723246,0.02,0.653846153846154,C11,6108.0
10517,ID10518,0.769422100048721,0.09,0.442307692307692,C13,5410.0
10518,ID10519,0.559020727154766,0.1,0.355769230769231,C2,27003.0
10519,ID10520,1.18365794070673,0.02,0.384615384615385,C13,5410.0
10520,ID10521,0.495555188665487,0.14,0.298076923076923,C4,21622.0
10521,ID10522,0.084306227170714,0.02,0.298076923076923,C10,73430.0
10522,ID10523,1.01200725660933,0.27,0.490384615384615,C3,4076.0
10523,ID10524,0.011348192410466,0.1,0.326923076923077,C8,8794.0
10524,ID10525,1.00095103747099,0.13,0.490384615384615,C8,8794.0
10525,ID10526,0.537173775663285,0.07,0.5,C5,34738.0
10526,ID10527,0.034729432625014,0.06,0.307692307692308,C3,4076.0
10527,ID10528,1.03186223545303,0.02,0.336538461538461,C14,7788.0
10528,ID10529,0.217155867694235,0.0,0.394230769230769,C5,34738.0
10529,ID10530,0.149673171881491,0.0,0.317307692307692,C3,4076.0
10530,ID10531,1.02484774443053,0.02,0.442307692307692,C5,34738.0
10531,ID10532,0.372043355257737,0.01,0.307692307692308,C10,73430.0
10532,ID10533,0.518274625598752,0.02,0.692307692307692,C2,27003.0
10533,ID10534,0.220200878224248,0.09,0.432692307692308,C3,4076.0
10534,ID10535,1.03919446980056,0.16,0.413461538461538,C12,34791.0
10535,ID10536,1.0084419885818,0.01,0.461538461538462,C13,5410.0
10536,ID10537,0.094432814017252,0.06,0.586538461538462,C15,290.0
10537,ID10538,0.096355877678694,0.01,0.432692307692308,C7,6112.0
10538,ID10539,0.586550132737686,0.18,0.509615384615385,C14,7788.0
10539,ID10540,0.093048524812181,0.04,0.567307692307692,C5,34738.0
10540,ID10541,0.365670849888901,0.03,0.384615384615385,C9,17804.0
10541,ID10542,0.292735265818163,0.06,0.509615384615385,C21,3264.0
10542,ID10543,0.145541175905495,0.02,0.480769230769231,C3,4076.0
10543,ID10544,1.03695339106067,0.09,0.307692307692308,C8,8794.0
10544,ID10545,1.08097623076015,0.04,0.538461538461538,C3,4076.0
10545,ID10546,1.00859948636967,0.16,0.307692307692308,C8,8794.0
10546,ID10547,0.664599676748126,0.1,0.5,C12,34791.0
10547,ID10548,0.252259534676534,0.14,0.288461538461538,C2,27003.0
10548,ID10549,0.631290963282255,0.02,0.5,C3,4076.0
10549,ID10550,1.33594500141957,0.0,0.346153846153846,C2,27003.0
10550,ID10551,0.005617482065387,0.0,0.413461538461538,C3,4076.0
10551,ID10552,1.10331353764187,0.2,0.451923076923077,C8,8794.0
10552,ID10553,0.120094773554365,0.15,0.471153846153846,C2,27003.0
10553,ID10554,1.10010783938471,0.05,0.375,C5,34738.0
10554,ID10555,0.406097084271696,0.08,0.509615384615385,C2,27003.0
10555,ID10556,0.223154046836591,0.15,0.432692307692308,C22,16733.0
10556,ID10557,1.02804309301567,0.11,0.721153846153846,C10,73430.0
10557,ID10558,0.084608183098062,0.1,0.355769230769231,C10,73430.0
10558,ID10559,1.1272036039048,0.06,0.528846153846154,C14,7788.0
10559,ID10560,0.255000217078775,0.07,0.644230769230769,C15,290.0
10560,ID10561,1.00019058107761,0.02,0.548076923076923,C16,16206.0
10561,ID10562,1.22256346072522,0.12,0.307692307692308,C2,27003.0
10562,ID10563,0.095656080258946,0.13,0.394230769230769,C8,8794.0
10563,ID10564,0.020733548130843,0.09,0.413461538461538,C8,8794.0
10564,ID10565,0.040468817721602,0.03,0.384615384615385,C3,4076.0
10565,ID10566,0.170201597342462,0.11,0.461538461538462,C2,27003.0
10566,ID10567,0.544360579456831,0.11,0.355769230769231,C5,34738.0
10567,ID10568,0.34054203889049,0.06,0.519230769230769,C8,8794.0
10568,ID10569,1.12557254735297,0.11,0.307692307692308,C3,4076.0
